Transaction_ID,Transaction_Date,Warehouse_Name,City,Product_Category,Product_Name,Supplier_Name,Batch_Number,Inventory_Type,Quantity_Received,Quantity_Dispatched,Damaged_Units,Missing_Units,Unit_Cost_GBP,Selling_Price_GBP,Storage_Section,Employee_Handling,Dispatch_Status,Delivery_Days,Temperature_Controlled,Stock_Audit_Status,Customer_Returns
TXN100128,02-11-2025,Glasgow Warehouse,Bristol,Fashion,Handbag,Tesco Supply Ltd,BATCH-5781,Outbound,618,544,26,3,36.38,49.03,D1,Harry Johnson,On Time,2,Yes,Passed,18
TXN100129,02-02-2025,Leeds Fulfillment,Bristol,Home Appliances,Vacuum Cleaner,Britannia Pharma,BATCH-8933,Inbound,751,409,10,4,326.36,420.31,C2,Jack Taylor,On Time,3,Yes,Passed,23
TXN100130,20-06-2025,Bristol Supply Hub,Glasgow,Fashion,Handbag,Prime Wholesale UK,BATCH-6484,Outbound,681,220,29,3,166.91,184.39,B1,Jack Taylor,Delayed,7,No,Passed,19
TXN100131,11-05-2026,Liverpool Logistics,Glasgow,Grocery,Tea Bags,Northern Supply Chain,BATCH-5592,Outbound,371,110,25,10,353.28,560.47,C2,Harry Johnson,Delayed,8,Yes,Passed,18
TXN100132,02-03-2026,Bristol Supply Hub,Newcastle,Home Appliances,Vacuum Cleaner,Sainsbury Logistics,BATCH-5961,Inbound,748,583,1,14,1131.86,1411.15,C1,George Brown,Slightly Delayed,5,No,Passed,25
TXN100133,06-10-2025,Glasgow Warehouse,Manchester,Fashion,Jacket,ASDA Distribution,BATCH-5067,Outbound,509,326,30,18,483.96,703.98,B1,Oliver Smith,Delayed,7,No,Passed,24
TXN100134,25-10-2025,Liverpool Logistics,Newcastle,Pharma,Bandages,London Trade Corp,BATCH-7408,Outbound,158,22,6,8,270.29,438.63,B1,Charlie Davies,Delayed,9,Yes,Passed,15
TXN100135,24-09-2025,Newcastle Depot,Manchester,Electronics,Smartphone,Prime Wholesale UK,BATCH-8412,Outbound,475,63,7,4,421.25,564.54,A2,Jack Taylor,Slightly Delayed,4,Yes,Passed,25
TXN100136,31-03-2025,Glasgow Warehouse,Bristol,Electronics,Laptop,Prime Wholesale UK,BATCH-4798,Outbound,919,371,6,5,1116.26,1806.49,B1,George Brown,Delayed,9,No,Passed,12
TXN100137,16-04-2025,Manchester Storage,Manchester,Electronics,Keyboard,Sainsbury Logistics,BATCH-6993,Outbound,954,222,28,18,518.32,571.77,B2,Emily Harris,Slightly Delayed,4,Yes,Passed,8
TXN100138,30-06-2025,Birmingham Distribution,Leeds,Fashion,Handbag,ASDA Distribution,BATCH-3194,Outbound,704,340,38,12,735.51,1111.28,A2,Noah Wilson,Slightly Delayed,6,No,Passed,3
TXN100139,05-08-2025,Birmingham Distribution,Birmingham,Grocery,Coffee,Prime Wholesale UK,BATCH-5732,Inbound,760,164,32,12,504.8,604.0,B1,Charlie Davies,Delayed,7,No,Passed,19
TXN100140,01-12-2025,Newcastle Depot,Bristol,Electronics,Smartphone,Prime Wholesale UK,BATCH-9006,Inbound,59,51,8,6,979.18,1737.73,A2,Oliver Smith,Delayed,9,Yes,Passed,9
TXN100141,09-10-2025,Manchester Storage,Leeds,Electronics,Smartphone,London Trade Corp,BATCH-9880,Inbound,280,167,10,14,680.95,1117.29,D2,Noah Wilson,Delayed,8,No,Passed,3
TXN100142,20-03-2026,Liverpool Logistics,Liverpool,Grocery,Coffee,London Trade Corp,BATCH-8015,Inbound,945,53,28,8,421.55,704.71,B1,Noah Wilson,Delayed,8,Yes,Failed,25
TXN100143,29-05-2025,Manchester Storage,Birmingham,Electronics,Keyboard,Northern Supply Chain,BATCH-1971,Outbound,409,292,17,19,648.83,860.71,B1,George Brown,Slightly Delayed,5,Yes,Passed,4
TXN100144,12-07-2025,Manchester Storage,Bristol,Pharma,Vitamin Tablets,Britannia Pharma,BATCH-7046,Outbound,829,712,25,15,174.9,269.81,D2,Charlie Davies,Delayed,7,Yes,Passed,24
TXN100145,27-02-2026,Leeds Fulfillment,Glasgow,Electronics,Monitor,Britannia Pharma,BATCH-6533,Inbound,700,700,22,2,955.84,1317.53,D2,Charlie Davies,Delayed,7,Yes,Passed,1
TXN100146,14-04-2025,Birmingham Distribution,Leeds,Electronics,Monitor,Sainsbury Logistics,BATCH-5489,Inbound,66,27,10,14,550.54,987.83,C2,Jack Taylor,Delayed,7,Yes,Failed,11
TXN100147,01-01-2025,Manchester Storage,Birmingham,Grocery,Rice Pack,UK Retail Goods,BATCH-9510,Outbound,455,340,19,7,517.93,602.79,A1,Oliver Smith,On Time,2,No,Passed,3
TXN100148,10-06-2025,Leeds Fulfillment,Birmingham,Fashion,Jeans,Northern Supply Chain,BATCH-3181,Inbound,539,92,14,12,111.75,185.97,A2,Oliver Smith,On Time,2,Yes,Passed,14
TXN100149,05-04-2026,Manchester Storage,Bristol,Pharma,Vitamin Tablets,London Trade Corp,BATCH-8035,Outbound,693,175,26,19,825.45,1404.89,B1,Noah Wilson,On Time,2,No,Passed,20
TXN100150,18-01-2026,London Central Hub,Liverpool,Electronics,Tablet,Prime Wholesale UK,BATCH-7322,Inbound,616,311,1,9,250.51,381.99,B2,Emily Harris,Slightly Delayed,4,Yes,Passed,16
TXN100151,26-01-2026,Manchester Storage,London,Electronics,Smartphone,ASDA Distribution,BATCH-1225,Outbound,374,87,24,18,507.93,752.98,B2,Oliver Smith,On Time,3,Yes,Passed,25
TXN100152,03-10-2025,Leeds Fulfillment,Manchester,Fashion,Handbag,Britannia Pharma,BATCH-2294,Inbound,343,341,32,13,511.17,706.23,B1,Charlie Davies,Delayed,9,No,Passed,18
TXN100153,21-08-2025,London Central Hub,Leeds,Electronics,Smartphone,Sainsbury Logistics,BATCH-2956,Inbound,765,467,15,1,297.15,519.19,B1,Oliver Smith,On Time,2,Yes,Passed,15
TXN100154,21-06-2025,Leeds Fulfillment,Manchester,Pharma,Cough Syrup,Britannia Pharma,BATCH-2262,Outbound,220,115,8,8,880.86,1041.74,D2,Charlie Davies,On Time,1,Yes,Passed,15
TXN100155,27-04-2025,London Central Hub,London,Home Appliances,Vacuum Cleaner,Tesco Supply Ltd,BATCH-5006,Inbound,426,100,16,3,1073.65,1687.65,D2,Charlie Davies,On Time,2,No,Passed,4
TXN100156,19-05-2025,Glasgow Warehouse,Manchester,Grocery,Rice Pack,Tesco Supply Ltd,BATCH-3938,Inbound,616,449,14,10,301.67,525.24,A1,Amelia Clark,Slightly Delayed,6,Yes,Passed,14
TXN100157,06-02-2026,Liverpool Logistics,Newcastle,Pharma,Cough Syrup,London Trade Corp,BATCH-9083,Inbound,385,64,35,14,14.52,18.01,B2,George Brown,Delayed,10,Yes,Passed,13
TXN100158,11-03-2026,Leeds Fulfillment,Manchester,Electronics,Tablet,UK Retail Goods,BATCH-9680,Inbound,604,374,40,0,1141.43,1256.74,D1,Emily Harris,Delayed,7,Yes,Passed,4
TXN100159,25-10-2025,Birmingham Distribution,Bristol,Pharma,Paracetamol,ASDA Distribution,BATCH-2020,Outbound,94,49,33,13,842.51,1146.44,B1,Noah Wilson,On Time,2,No,Passed,8
TXN100160,11-03-2025,Manchester Storage,Birmingham,Pharma,Bandages,ASDA Distribution,BATCH-3693,Outbound,767,354,20,14,329.99,380.24,D2,Charlie Davies,Slightly Delayed,4,No,Passed,3
TXN100161,22-03-2025,Leeds Fulfillment,London,Home Appliances,Microwave,UK Retail Goods,BATCH-6370,Inbound,838,232,28,9,558.7,947.97,A2,Noah Wilson,On Time,2,No,Passed,12
TXN100162,12-10-2025,Liverpool Logistics,Manchester,Home Appliances,Mixer,Prime Wholesale UK,BATCH-2669,Inbound,743,326,16,5,42.14,58.28,A2,Oliver Smith,Delayed,8,Yes,Passed,24
TXN100163,26-10-2025,Manchester Storage,London,Grocery,Cooking Oil,ASDA Distribution,BATCH-4239,Outbound,252,230,25,11,825.11,1449.14,B1,Harry Johnson,On Time,2,No,Passed,3
TXN100164,15-07-2025,Birmingham Distribution,Glasgow,Electronics,Monitor,UK Retail Goods,BATCH-4066,Outbound,101,41,36,13,986.91,1358.48,C1,Emily Harris,On Time,1,Yes,Passed,1
TXN100165,24-05-2025,Bristol Supply Hub,Liverpool,Home Appliances,Vacuum Cleaner,UK Retail Goods,BATCH-9907,Inbound,712,322,31,13,1059.92,1521.33,D1,Charlie Davies,On Time,2,No,Passed,17
TXN100166,02-11-2025,Leeds Fulfillment,London,Fashion,Sneakers,Prime Wholesale UK,BATCH-9674,Outbound,984,599,32,10,469.12,575.08,B2,George Brown,Slightly Delayed,6,Yes,Passed,7
TXN100167,24-04-2026,Birmingham Distribution,Birmingham,Grocery,Coffee,UK Retail Goods,BATCH-6210,Outbound,596,77,14,18,1016.57,1685.65,A1,Charlie Davies,Slightly Delayed,6,Yes,Passed,18
TXN100168,23-04-2025,Newcastle Depot,London,Grocery,Tea Bags,London Trade Corp,BATCH-4300,Inbound,605,336,11,15,50.37,57.39,C2,George Brown,Delayed,10,No,Passed,1
TXN100169,27-12-2025,Bristol Supply Hub,Manchester,Electronics,Tablet,London Trade Corp,BATCH-5944,Outbound,650,165,7,16,1033.5,1831.77,B1,George Brown,Slightly Delayed,6,No,Failed,25
TXN100170,22-02-2026,Leeds Fulfillment,Leeds,Fashion,Sneakers,Sainsbury Logistics,BATCH-3911,Inbound,228,201,35,19,945.46,1187.75,D1,Oliver Smith,Delayed,10,Yes,Passed,19
TXN100171,27-06-2025,Birmingham Distribution,Manchester,Pharma,Vitamin Tablets,London Trade Corp,BATCH-8317,Inbound,704,599,6,15,173.07,280.67,C1,Noah Wilson,Slightly Delayed,4,Yes,Failed,22
TXN100172,29-03-2026,Bristol Supply Hub,Glasgow,Electronics,Smartphone,Northern Supply Chain,BATCH-2661,Outbound,312,75,0,1,466.19,751.88,B2,George Brown,On Time,3,No,Passed,2
TXN100173,24-03-2025,Manchester Storage,Glasgow,Electronics,Smartphone,Prime Wholesale UK,BATCH-1507,Outbound,70,40,16,3,93.67,114.19,B1,Amelia Clark,Delayed,7,Yes,Passed,1
TXN100174,05-12-2025,Liverpool Logistics,Manchester,Electronics,Smartphone,Tesco Supply Ltd,BATCH-7437,Outbound,260,68,26,17,867.84,1398.07,B1,Oliver Smith,Slightly Delayed,5,No,Passed,0
TXN100175,23-11-2025,Manchester Storage,Newcastle,Fashion,Jacket,ASDA Distribution,BATCH-6052,Outbound,351,340,38,15,243.61,272.36,D2,Emily Harris,On Time,3,No,Passed,2
TXN100176,27-08-2025,Leeds Fulfillment,London,Home Appliances,Air Fryer,Sainsbury Logistics,BATCH-2584,Inbound,239,114,24,11,227.97,257.89,C2,Amelia Clark,Delayed,8,Yes,Passed,17
TXN100177,28-03-2026,Leeds Fulfillment,Manchester,Electronics,Monitor,Northern Supply Chain,BATCH-1568,Inbound,888,555,26,17,826.05,1450.09,A2,Emily Harris,Delayed,10,Yes,Passed,5
TXN100178,04-03-2026,Glasgow Warehouse,Manchester,Grocery,Cooking Oil,ASDA Distribution,BATCH-7358,Outbound,179,30,27,2,1185.99,1666.05,C2,Jack Taylor,On Time,3,No,Passed,0
TXN100179,19-04-2026,Manchester Storage,Leeds,Home Appliances,Air Fryer,London Trade Corp,BATCH-7732,Outbound,165,126,9,4,682.08,1028.49,D1,Emily Harris,On Time,2,No,Passed,1
TXN100180,01-04-2026,Liverpool Logistics,London,Grocery,Coffee,Prime Wholesale UK,BATCH-5400,Outbound,462,93,39,19,818.57,1130.61,A1,Charlie Davies,Delayed,7,No,Failed,9
TXN100181,01-02-2026,Leeds Fulfillment,Bristol,Pharma,Bandages,ASDA Distribution,BATCH-4079,Outbound,928,732,6,7,165.59,295.07,B2,Amelia Clark,Delayed,8,No,Passed,24
TXN100182,11-03-2025,London Central Hub,Birmingham,Home Appliances,Microwave,UK Retail Goods,BATCH-4288,Inbound,890,77,32,5,83.41,133.18,B2,Oliver Smith,Delayed,7,No,Passed,1
TXN100183,04-05-2025,Newcastle Depot,Birmingham,Pharma,Vitamin Tablets,Prime Wholesale UK,BATCH-6730,Outbound,330,208,29,16,479.35,837.02,B1,Jack Taylor,On Time,1,Yes,Passed,9
TXN100184,18-05-2025,London Central Hub,London,Electronics,Monitor,Prime Wholesale UK,BATCH-3167,Inbound,100,40,36,6,1029.25,1598.6,A1,Noah Wilson,Slightly Delayed,4,No,Passed,19
TXN100185,13-12-2025,Bristol Supply Hub,Manchester,Pharma,Cough Syrup,Tesco Supply Ltd,BATCH-9380,Outbound,483,478,24,11,553.5,693.4,C1,Jack Taylor,Slightly Delayed,5,Yes,Passed,15
TXN100186,07-04-2025,Liverpool Logistics,London,Electronics,Smartphone,Northern Supply Chain,BATCH-6236,Inbound,333,186,17,8,789.06,1393.9,A1,Emily Harris,Slightly Delayed,5,No,Passed,8
TXN100187,25-06-2025,Liverpool Logistics,Newcastle,Fashion,T-Shirt,London Trade Corp,BATCH-9311,Outbound,447,397,2,18,851.14,1277.08,B1,George Brown,Slightly Delayed,4,No,Passed,3
TXN100188,24-04-2025,Leeds Fulfillment,Bristol,Fashion,Jeans,London Trade Corp,BATCH-7089,Outbound,808,284,35,5,1136.57,1965.94,C1,Emily Harris,On Time,2,Yes,Passed,15
TXN100189,29-09-2025,London Central Hub,Birmingham,Electronics,Keyboard,Sainsbury Logistics,BATCH-4281,Outbound,644,92,30,6,603.07,1029.59,D1,Emily Harris,Delayed,7,Yes,Passed,10
TXN100190,21-05-2025,Birmingham Distribution,Birmingham,Grocery,Rice Pack,Prime Wholesale UK,BATCH-2442,Inbound,549,360,40,5,379.53,432.9,D1,Amelia Clark,Delayed,8,No,Passed,13
TXN100191,23-01-2026,Liverpool Logistics,London,Fashion,T-Shirt,Tesco Supply Ltd,BATCH-5076,Inbound,54,22,34,6,878.14,1549.96,C2,Jack Taylor,Slightly Delayed,6,Yes,Passed,3
TXN100192,22-08-2025,Glasgow Warehouse,Bristol,Fashion,Handbag,Sainsbury Logistics,BATCH-6615,Outbound,652,333,10,2,989.49,1294.99,C2,Noah Wilson,Slightly Delayed,5,Yes,Passed,25
TXN100193,05-03-2025,London Central Hub,Bristol,Fashion,Jacket,Britannia Pharma,BATCH-9761,Inbound,283,134,8,6,882.22,1334.61,A1,Harry Johnson,On Time,3,Yes,Passed,1
TXN100194,22-12-2025,London Central Hub,Leeds,Electronics,Monitor,Northern Supply Chain,BATCH-2654,Outbound,504,214,7,17,307.02,488.56,B1,Amelia Clark,Slightly Delayed,4,Yes,Passed,16
TXN100195,02-03-2026,Liverpool Logistics,Glasgow,Home Appliances,Mixer,Northern Supply Chain,BATCH-5839,Inbound,339,78,6,15,242.38,300.51,A1,Emily Harris,Slightly Delayed,5,Yes,Passed,22
TXN100196,18-03-2025,Manchester Storage,Manchester,Fashion,Sneakers,Britannia Pharma,BATCH-4787,Outbound,290,21,0,2,1088.72,1834.13,C1,Jack Taylor,Delayed,8,No,Failed,1
TXN100197,18-02-2025,London Central Hub,London,Electronics,Tablet,Sainsbury Logistics,BATCH-3793,Outbound,945,60,18,11,962.91,1269.98,C2,Emily Harris,On Time,2,No,Failed,23
TXN100198,04-03-2026,Newcastle Depot,Bristol,Electronics,Smartphone,Sainsbury Logistics,BATCH-2852,Inbound,884,370,11,3,483.93,858.31,A1,George Brown,Slightly Delayed,5,Yes,Passed,13
TXN100199,15-01-2025,Birmingham Distribution,Newcastle,Home Appliances,Air Fryer,Prime Wholesale UK,BATCH-2850,Outbound,871,602,28,5,735.53,1210.25,D2,Oliver Smith,Delayed,10,Yes,Failed,8
TXN100200,23-09-2025,Manchester Storage,Bristol,Pharma,Paracetamol,UK Retail Goods,BATCH-8895,Outbound,771,714,33,18,869.91,1093.29,D1,George Brown,Slightly Delayed,6,Yes,Passed,0
TXN100201,19-06-2025,London Central Hub,Liverpool,Grocery,Cereal,Northern Supply Chain,BATCH-7607,Inbound,919,500,31,5,94.46,136.41,A2,Emily Harris,Slightly Delayed,4,No,Failed,25
TXN100202,22-02-2025,London Central Hub,London,Home Appliances,Air Fryer,ASDA Distribution,BATCH-5990,Inbound,140,129,31,14,382.69,683.66,D2,Charlie Davies,On Time,1,No,Passed,1
TXN100203,28-02-2025,Liverpool Logistics,London,Grocery,Tea Bags,London Trade Corp,BATCH-6818,Outbound,389,306,39,19,570.39,889.82,C2,Harry Johnson,Delayed,8,Yes,Passed,5
TXN100204,22-04-2026,Liverpool Logistics,Newcastle,Fashion,Jeans,UK Retail Goods,BATCH-6536,Inbound,891,754,26,3,308.88,382.13,D1,Oliver Smith,On Time,2,Yes,Failed,24
TXN100205,11-10-2025,Newcastle Depot,Birmingham,Fashion,T-Shirt,Sainsbury Logistics,BATCH-3103,Inbound,724,623,32,4,1156.81,1276.0,D1,Charlie Davies,On Time,1,No,Failed,13
TXN100206,05-11-2025,Leeds Fulfillment,Glasgow,Home Appliances,Vacuum Cleaner,UK Retail Goods,BATCH-4291,Inbound,330,223,21,9,546.15,651.75,C1,Charlie Davies,Delayed,7,Yes,Passed,22
TXN100207,12-12-2025,Leeds Fulfillment,Bristol,Grocery,Cereal,Tesco Supply Ltd,BATCH-9564,Inbound,605,350,7,11,676.92,1020.77,A1,Amelia Clark,Delayed,7,Yes,Passed,1
TXN100208,15-04-2025,London Central Hub,Glasgow,Electronics,Tablet,Prime Wholesale UK,BATCH-2679,Inbound,323,102,18,8,179.98,205.79,D1,Noah Wilson,Slightly Delayed,5,No,Passed,22
TXN100209,14-11-2025,Newcastle Depot,Liverpool,Electronics,Monitor,London Trade Corp,BATCH-9955,Inbound,446,233,20,17,69.29,112.29,B2,Jack Taylor,Slightly Delayed,4,No,Failed,5
TXN100210,16-05-2025,Leeds Fulfillment,London,Electronics,Tablet,London Trade Corp,BATCH-8640,Inbound,227,208,32,3,455.75,638.03,A1,George Brown,Delayed,9,No,Passed,19
TXN100211,06-02-2026,Liverpool Logistics,Birmingham,Electronics,Keyboard,ASDA Distribution,BATCH-9276,Inbound,913,697,19,15,948.94,1409.28,D1,Amelia Clark,On Time,2,Yes,Passed,11
TXN100212,29-09-2025,London Central Hub,Manchester,Grocery,Cooking Oil,London Trade Corp,BATCH-8301,Inbound,729,359,21,11,355.82,628.1,B2,Oliver Smith,Delayed,10,No,Passed,12
TXN100213,21-09-2025,Newcastle Depot,Newcastle,Electronics,Monitor,Tesco Supply Ltd,BATCH-5856,Inbound,312,296,18,0,1094.05,1833.05,C2,Harry Johnson,Slightly Delayed,6,Yes,Passed,5
TXN100214,04-03-2026,Bristol Supply Hub,Manchester,Home Appliances,Mixer,Sainsbury Logistics,BATCH-1389,Outbound,691,87,13,20,929.43,1585.11,C2,Oliver Smith,Delayed,7,Yes,Passed,2
TXN100215,28-07-2025,Bristol Supply Hub,Bristol,Electronics,Tablet,London Trade Corp,BATCH-1276,Outbound,863,277,35,2,692.08,871.57,A2,Oliver Smith,Slightly Delayed,5,Yes,Passed,24
TXN100216,07-11-2025,Newcastle Depot,Bristol,Home Appliances,Mixer,Northern Supply Chain,BATCH-1504,Outbound,767,94,22,16,131.83,217.63,B1,Noah Wilson,Slightly Delayed,5,Yes,Passed,23
TXN100217,06-05-2026,Birmingham Distribution,Manchester,Fashion,Handbag,Tesco Supply Ltd,BATCH-1082,Outbound,352,344,9,9,814.36,1416.92,A2,Jack Taylor,Slightly Delayed,6,Yes,Failed,23
TXN100218,10-04-2025,London Central Hub,Newcastle,Pharma,Vitamin Tablets,ASDA Distribution,BATCH-5762,Inbound,472,350,32,4,197.34,247.57,C1,Harry Johnson,Slightly Delayed,5,Yes,Passed,23
TXN100219,06-04-2026,Newcastle Depot,Newcastle,Home Appliances,Air Fryer,London Trade Corp,BATCH-6008,Inbound,388,202,8,20,285.27,370.74,C2,Charlie Davies,On Time,2,No,Passed,5
TXN100220,26-03-2026,Newcastle Depot,Glasgow,Electronics,Smartphone,Britannia Pharma,BATCH-8978,Inbound,302,133,27,8,1008.93,1204.68,B1,Harry Johnson,Slightly Delayed,6,No,Passed,4
TXN100221,24-10-2025,Liverpool Logistics,London,Home Appliances,Vacuum Cleaner,Britannia Pharma,BATCH-9904,Outbound,319,59,4,0,1020.26,1573.38,B1,Charlie Davies,Delayed,10,No,Passed,7
TXN100222,06-12-2025,Birmingham Distribution,Birmingham,Home Appliances,Microwave,Prime Wholesale UK,BATCH-3608,Inbound,187,138,32,16,113.21,153.37,B1,Emily Harris,On Time,1,No,Passed,1
TXN100223,10-04-2026,Bristol Supply Hub,Newcastle,Grocery,Tea Bags,Prime Wholesale UK,BATCH-1760,Inbound,287,52,16,11,284.65,446.33,C2,Harry Johnson,Delayed,9,No,Passed,23
TXN100224,22-09-2025,Liverpool Logistics,Bristol,Pharma,Vitamin Tablets,London Trade Corp,BATCH-6653,Outbound,435,354,24,11,707.28,1222.72,D2,Oliver Smith,On Time,2,Yes,Passed,14
TXN100225,03-01-2026,Liverpool Logistics,Bristol,Grocery,Cooking Oil,London Trade Corp,BATCH-2856,Outbound,128,85,17,6,184.54,223.32,D2,Emily Harris,Delayed,10,Yes,Passed,18
TXN100226,21-01-2025,Birmingham Distribution,London,Grocery,Tea Bags,Sainsbury Logistics,BATCH-5231,Inbound,72,35,2,4,690.32,837.21,D1,Oliver Smith,Delayed,9,No,Failed,2
TXN100227,11-02-2026,Birmingham Distribution,Leeds,Grocery,Tea Bags,Sainsbury Logistics,BATCH-6614,Outbound,671,502,30,5,267.14,370.67,A2,Noah Wilson,On Time,3,No,Passed,12
TXN100228,19-02-2025,London Central Hub,Manchester,Grocery,Rice Pack,ASDA Distribution,BATCH-8901,Inbound,66,32,33,16,822.82,1381.15,A1,Amelia Clark,Delayed,10,No,Passed,11
TXN100229,20-02-2025,Leeds Fulfillment,Newcastle,Electronics,Keyboard,UK Retail Goods,BATCH-2373,Outbound,489,137,30,12,423.87,705.0,D1,Jack Taylor,Delayed,10,Yes,Passed,0
TXN100230,29-07-2025,Birmingham Distribution,Bristol,Electronics,Keyboard,Britannia Pharma,BATCH-5281,Outbound,585,140,33,0,453.16,563.64,C2,Jack Taylor,Slightly Delayed,6,No,Passed,24
TXN100231,07-06-2025,Bristol Supply Hub,Birmingham,Grocery,Tea Bags,ASDA Distribution,BATCH-4764,Outbound,615,590,30,5,447.4,665.93,B1,Harry Johnson,Slightly Delayed,5,Yes,Passed,16
TXN100232,16-02-2026,Birmingham Distribution,Newcastle,Fashion,Sneakers,Northern Supply Chain,BATCH-2444,Inbound,870,583,39,1,197.08,349.86,C1,Noah Wilson,On Time,1,No,Passed,2
TXN100233,30-01-2025,Birmingham Distribution,Newcastle,Home Appliances,Mixer,Prime Wholesale UK,BATCH-1175,Inbound,791,413,25,19,789.13,1026.29,C1,Noah Wilson,Delayed,10,Yes,Failed,25
TXN100234,14-02-2025,Bristol Supply Hub,Glasgow,Home Appliances,Vacuum Cleaner,Northern Supply Chain,BATCH-7642,Inbound,679,193,2,11,290.91,320.06,A1,Harry Johnson,On Time,3,Yes,Failed,17
TXN100235,22-10-2025,Birmingham Distribution,Bristol,Pharma,Cough Syrup,ASDA Distribution,BATCH-2185,Outbound,405,161,14,19,1155.85,1639.38,C2,Harry Johnson,Delayed,7,No,Passed,17
TXN100236,08-05-2026,Newcastle Depot,London,Home Appliances,Microwave,Prime Wholesale UK,BATCH-2904,Outbound,760,473,24,18,582.94,740.5,A2,Amelia Clark,Slightly Delayed,6,Yes,Passed,21
TXN100237,28-05-2025,Glasgow Warehouse,Manchester,Grocery,Coffee,Sainsbury Logistics,BATCH-8807,Outbound,472,200,33,17,16.62,27.96,C2,Noah Wilson,Slightly Delayed,4,No,Passed,5
TXN100238,04-03-2026,Glasgow Warehouse,Birmingham,Grocery,Tea Bags,ASDA Distribution,BATCH-2964,Inbound,804,224,15,7,1047.93,1304.41,D2,Oliver Smith,Slightly Delayed,4,Yes,Passed,15
TXN100239,23-07-2025,Birmingham Distribution,London,Pharma,Cough Syrup,Northern Supply Chain,BATCH-8836,Inbound,554,301,31,5,1181.35,2056.97,C2,Amelia Clark,Slightly Delayed,5,Yes,Passed,14
TXN100240,16-06-2025,Leeds Fulfillment,Birmingham,Electronics,Keyboard,Britannia Pharma,BATCH-4885,Outbound,521,181,0,0,810.55,1106.89,D2,Charlie Davies,On Time,2,No,Passed,5
TXN100241,20-10-2025,Liverpool Logistics,Manchester,Fashion,T-Shirt,Britannia Pharma,BATCH-4863,Outbound,265,127,23,11,1025.92,1329.33,D1,Noah Wilson,On Time,3,Yes,Passed,25
TXN100242,01-10-2025,Newcastle Depot,Leeds,Grocery,Tea Bags,Britannia Pharma,BATCH-1781,Outbound,875,29,11,13,602.02,1081.77,A2,George Brown,Delayed,9,Yes,Passed,6
TXN100243,14-10-2025,Leeds Fulfillment,Glasgow,Pharma,Bandages,Tesco Supply Ltd,BATCH-7746,Inbound,909,664,6,14,894.79,1146.98,C2,Noah Wilson,Slightly Delayed,6,Yes,Passed,24
TXN100244,15-07-2025,Newcastle Depot,Birmingham,Pharma,Cough Syrup,Sainsbury Logistics,BATCH-6527,Outbound,382,364,32,15,930.82,1315.11,D1,Harry Johnson,On Time,2,Yes,Passed,5
TXN100245,04-02-2026,Glasgow Warehouse,Newcastle,Pharma,Vitamin Tablets,Northern Supply Chain,BATCH-3741,Inbound,371,182,18,8,728.44,1002.93,A1,George Brown,Delayed,8,Yes,Failed,21
TXN100246,08-10-2025,Bristol Supply Hub,Manchester,Pharma,Paracetamol,ASDA Distribution,BATCH-5300,Inbound,265,62,25,3,119.19,209.27,A2,Amelia Clark,Delayed,8,No,Passed,7
TXN100247,06-12-2025,Glasgow Warehouse,Newcastle,Grocery,Coffee,Prime Wholesale UK,BATCH-9856,Outbound,503,340,8,4,634.46,773.68,D2,George Brown,On Time,1,Yes,Passed,18
TXN100248,11-04-2026,Liverpool Logistics,Manchester,Home Appliances,Air Fryer,Prime Wholesale UK,BATCH-6044,Outbound,696,671,36,13,630.53,975.85,D1,Jack Taylor,Slightly Delayed,5,Yes,Passed,9
TXN100249,30-04-2026,Leeds Fulfillment,London,Electronics,Laptop,Northern Supply Chain,BATCH-5799,Inbound,585,159,22,9,565.69,625.55,A1,Charlie Davies,Delayed,8,Yes,Passed,13
TXN100250,10-02-2025,Liverpool Logistics,Leeds,Home Appliances,Air Fryer,Britannia Pharma,BATCH-9715,Outbound,454,147,10,20,470.72,642.46,D1,Noah Wilson,Slightly Delayed,5,Yes,Passed,5
TXN100251,14-06-2025,London Central Hub,London,Grocery,Coffee,Sainsbury Logistics,BATCH-2675,Outbound,163,136,39,14,330.2,507.16,C1,George Brown,Slightly Delayed,4,No,Passed,23
TXN100252,10-07-2025,London Central Hub,Glasgow,Electronics,Tablet,ASDA Distribution,BATCH-3393,Inbound,142,39,0,15,264.54,368.81,C1,Amelia Clark,Delayed,8,Yes,Passed,17
TXN100253,17-07-2025,Newcastle Depot,Liverpool,Fashion,Jeans,Tesco Supply Ltd,BATCH-4263,Outbound,246,235,16,12,994.76,1179.16,A2,Noah Wilson,Slightly Delayed,4,No,Passed,12
